matchId,blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueTowersDestroyed,redChampKills,redHeraldKills,redTowersDestroyed
3475658224.0,0,26821.0,395.0,68.0,9.0,25505.0,356.0,92.0,9.0,11.0,1.0,0.0,9.0,1.0,1.0
3475664368.0,0,24922.0,318.0,100.0,9.4,25445.0,355.0,69.0,9.0,8.0,1.0,0.0,10.0,2.0,0.0
3510686713.0,1,25694.0,299.0,97.0,9.4,23235.0,287.0,86.0,9.2,10.0,3.0,0.0,8.0,0.0,1.0
3510723969.0,1,24284.0,351.0,89.0,9.2,23690.0,322.0,68.0,8.6,9.0,3.0,1.0,6.0,0.0,0.0
3509261680.0,0,23121.0,325.0,75.0,9.0,28480.0,391.0,87.0,9.6,6.0,0.0,0.0,15.0,3.0,0.0
3507464028.0,0,22902.0,297.0,64.0,8.0,30518.0,329.0,99.0,9.6,9.0,0.0,2.0,19.0,3.0,0.0
3506047908.0,1,32223.0,391.0,106.0,9.8,23279.0,361.0,72.0,9.0,15.0,2.0,0.0,5.0,0.0,3.0
3510199720.0,0,27214.0,376.0,76.0,9.2,28123.0,331.0,81.0,9.8,12.0,2.0,0.0,16.0,1.0,0.0
3503823664.0,0,26013.0,333.0,84.0,9.4,26280.0,330.0,92.0,9.2,10.0,1.0,0.0,11.0,2.0,0.0
3503499275.0,1,27200.0,359.0,70.0,9.2,25460.0,364.0,84.0,9.2,12.0,3.0,1.0,6.0,0.0,1.0
3503477160.0,0,26897.0,310.0,56.0,9.0,29786.0,328.0,88.0,9.2,16.0,0.0,1.0,16.0,3.0,0.0
3502184816.0,0,26912.0,353.0,86.0,9.2,25477.0,382.0,72.0,9.2,11.0,2.0,0.0,8.0,1.0,1.0
3485972414.0,0,26470.0,334.0,94.0,9.6,27770.0,361.0,86.0,9.4,13.0,0.0,2.0,13.0,2.0,0.0
3485939768.0,1,26734.0,331.0,79.0,9.4,26250.0,333.0,75.0,9.0,11.0,0.0,0.0,12.0,2.0,1.0
3477871440.0,1,29757.0,311.0,68.0,9.0,25215.0,300.0,94.0,8.8,21.0,1.0,0.0,10.0,1.0,0.0
3477797602.0,0,22303.0,311.0,77.0,9.0,25182.0,351.0,90.0,9.0,6.0,0.0,0.0,11.0,3.0,0.0
3477745417.0,0,22466.0,309.0,46.0,8.4,28899.0,364.0,115.0,10.0,6.0,0.0,2.0,14.0,2.0,0.0
3484446850.0,1,29120.0,376.0,108.0,9.6,20676.0,320.0,73.0,8.4,11.0,3.0,0.0,2.0,0.0,2.0
3453882644.0,1,26678.0,282.0,72.0,8.8,28969.0,363.0,60.0,9.4,14.0,1.0,1.0,15.0,0.0,0.0
3453819135.0,1,25338.0,358.0,92.0,9.0,23763.0,294.0,73.0,8.6,7.0,1.0,0.0,10.0,1.0,1.0
3453855524.0,0,23122.0,311.0,84.0,8.8,28654.0,365.0,108.0,10.0,7.0,1.0,0.0,15.0,1.0,0.0
3453822310.0,0,25229.0,291.0,88.0,9.0,28376.0,362.0,93.0,9.6,9.0,1.0,0.0,17.0,2.0,0.0
3465850992.0,0,27484.0,345.0,91.0,9.4,25252.0,314.0,88.0,9.2,12.0,1.0,0.0,10.0,2.0,1.0
3463858121.0,0,22677.0,243.0,40.0,7.6,33974.0,367.0,86.0,9.4,10.0,0.0,7.0,15.0,3.0,0.0
3462420110.0,1,28691.0,333.0,76.0,9.4,24494.0,323.0,74.0,8.8,12.0,2.0,1.0,8.0,0.0,3.0
3458322760.0,0,24079.0,325.0,88.0,9.0,29382.0,344.0,111.0,9.8,8.0,0.0,2.0,14.0,3.0,0.0
3483129089.0,1,23842.0,342.0,90.0,9.0,27052.0,380.0,104.0,9.4,6.0,0.0,2.0,8.0,3.0,0.0
3483116200.0,1,29015.0,303.0,84.0,9.2,26781.0,332.0,78.0,9.2,16.0,2.0,1.0,11.0,0.0,3.0
3480414972.0,0,22352.0,329.0,107.0,9.2,26565.0,411.0,96.0,9.6,4.0,1.0,2.0,9.0,2.0,0.0
3480459958.0,1,28936.0,285.0,69.0,8.8,26654.0,281.0,65.0,8.6,16.0,0.0,0.0,16.0,2.0,2.0
3480337659.0,1,28703.0,327.0,104.0,9.8,24168.0,350.0,71.0,9.0,16.0,3.0,1.0,5.0,0.0,1.0
3506443878.0,1,27370.0,350.0,85.0,9.0,24917.0,305.0,61.0,9.2,12.0,1.0,0.0,12.0,2.0,1.0
3506413143.0,1,24725.0,321.0,78.0,9.2,27193.0,372.0,97.0,9.2,10.0,0.0,1.0,10.0,2.0,0.0
3501214047.0,1,28342.0,375.0,98.0,9.6,22417.0,318.0,83.0,8.4,12.0,1.0,1.0,4.0,2.0,1.0
3501230780.0,0,24651.0,374.0,97.0,9.2,29061.0,358.0,87.0,9.6,7.0,1.0,1.0,14.0,2.0,0.0
3501186744.0,0,24922.0,328.0,88.0,9.4,25526.0,382.0,101.0,9.2,10.0,1.0,1.0,7.0,2.0,0.0
3491942207.0,1,34053.0,264.0,96.0,9.4,29910.0,276.0,64.0,8.6,25.0,1.0,1.0,19.0,2.0,4.0
3489227645.0,0,25659.0,332.0,77.0,8.6,30299.0,341.0,78.0,9.6,8.0,1.0,2.0,17.0,2.0,0.0
3489282773.0,1,28032.0,321.0,100.0,9.6,24666.0,323.0,72.0,8.4,14.0,2.0,1.0,9.0,1.0,1.0
3488249599.0,1,28557.0,300.0,80.0,9.2,25031.0,286.0,64.0,8.6,16.0,0.0,0.0,14.0,1.0,1.0
3488055921.0,0,26539.0,312.0,66.0,9.6,25780.0,330.0,77.0,9.4,15.0,3.0,0.0,10.0,0.0,1.0
3512014915.0,0,23122.0,283.0,53.0,8.6,31752.0,352.0,112.0,9.8,9.0,0.0,4.0,16.0,3.0,0.0
3511974685.0,1,27559.0,368.0,95.0,9.8,22456.0,358.0,101.0,8.8,10.0,2.0,0.0,2.0,0.0,1.0
3512001398.0,0,22629.0,317.0,101.0,9.2,26527.0,356.0,99.0,9.8,5.0,0.0,0.0,12.0,2.0,0.0
3511938935.0,1,23397.0,308.0,77.0,8.8,27528.0,347.0,84.0,9.6,7.0,1.0,1.0,14.0,0.0,0.0
3511927287.0,0,22428.0,326.0,94.0,8.8,24137.0,344.0,84.0,9.0,5.0,2.0,0.0,9.0,1.0,0.0
3486747230.0,0,29221.0,329.0,76.0,9.0,27256.0,344.0,54.0,9.0,16.0,1.0,1.0,13.0,2.0,1.0
3477155656.0,0,25773.0,338.0,88.0,9.2,28142.0,357.0,76.0,9.6,10.0,2.0,1.0,13.0,1.0,0.0
3463819853.0,1,23320.0,358.0,90.0,9.4,22712.0,368.0,83.0,9.4,6.0,2.0,0.0,2.0,1.0,0.0
3461973229.0,1,24272.0,342.0,77.0,9.0,25397.0,373.0,107.0,9.6,7.0,1.0,1.0,7.0,1.0,0.0
3454752566.0,0,23132.0,354.0,76.0,8.8,24997.0,365.0,109.0,9.2,5.0,2.0,0.0,7.0,1.0,0.0
3507811406.0,1,26622.0,366.0,62.0,8.6,25682.0,356.0,92.0,9.0,10.0,0.0,2.0,6.0,3.0,1.0
3507728954.0,1,25090.0,327.0,92.0,8.6,26589.0,322.0,109.0,9.0,9.0,2.0,2.0,8.0,1.0,1.0
3507716096.0,0,24557.0,294.0,92.0,8.8,28086.0,361.0,90.0,9.4,11.0,2.0,1.0,13.0,1.0,0.0
3507700551.0,0,26906.0,373.0,105.0,9.6,25173.0,361.0,92.0,9.4,10.0,2.0,0.0,9.0,1.0,1.0
3507646335.0,1,30499.0,314.0,92.0,9.4,23205.0,289.0,48.0,8.6,18.0,2.0,0.0,9.0,0.0,3.0
3495405228.0,1,27829.0,304.0,112.0,9.8,27036.0,319.0,76.0,9.0,13.0,2.0,1.0,12.0,1.0,0.0
3495084355.0,0,28522.0,298.0,73.0,9.0,29899.0,356.0,71.0,9.0,18.0,1.0,1.0,17.0,1.0,0.0
3494989641.0,0,23096.0,320.0,72.0,8.6,31460.0,385.0,104.0,9.6,7.0,0.0,3.0,16.0,3.0,0.0
3494794885.0,0,25688.0,350.0,80.0,9.0,27798.0,284.0,88.0,9.2,9.0,2.0,0.0,18.0,1.0,1.0
3484246773.0,0,26465.0,288.0,71.0,8.6,32134.0,338.0,78.0,9.6,14.0,0.0,2.0,22.0,3.0,0.0
3451805842.0,0,24917.0,298.0,99.0,9.0,27297.0,329.0,92.0,9.2,11.0,1.0,1.0,13.0,1.0,0.0
3451739709.0,1,23282.0,316.0,72.0,8.4,26954.0,337.0,96.0,9.4,8.0,1.0,1.0,14.0,2.0,0.0
3450855716.0,0,22438.0,299.0,80.0,9.2,29563.0,386.0,106.0,9.8,7.0,1.0,2.0,12.0,2.0,0.0
3450767739.0,0,23129.0,341.0,91.0,8.8,23610.0,336.0,79.0,8.8,5.0,0.0,0.0,7.0,3.0,0.0
3511432610.0,0,23743.0,361.0,84.0,9.2,25786.0,390.0,92.0,9.4,6.0,2.0,1.0,5.0,1.0,0.0
3502232741.0,1,28628.0,323.0,74.0,9.6,22502.0,323.0,64.0,8.8,17.0,1.0,0.0,5.0,0.0,1.0
3481635485.0,0,27103.0,358.0,76.0,9.4,26329.0,301.0,66.0,9.0,12.0,0.0,1.0,13.0,2.0,0.0
3452107812.0,0,23535.0,330.0,82.0,9.0,29539.0,357.0,105.0,9.6,7.0,1.0,2.0,11.0,2.0,0.0
3492369782.0,1,26865.0,373.0,69.0,9.2,28576.0,400.0,63.0,9.6,11.0,2.0,1.0,12.0,0.0,1.0
3486201066.0,0,23343.0,339.0,87.0,9.0,26958.0,294.0,78.0,9.0,8.0,0.0,2.0,12.0,2.0,0.0
3486107377.0,1,26130.0,371.0,76.0,9.6,25068.0,361.0,64.0,9.0,10.0,1.0,0.0,10.0,1.0,0.0
3480191039.0,1,30732.0,369.0,84.0,9.2,28506.0,359.0,66.0,9.4,16.0,1.0,1.0,15.0,1.0,2.0
3480155341.0,1,24219.0,361.0,73.0,9.0,26076.0,381.0,97.0,9.4,8.0,1.0,1.0,9.0,2.0,1.0
3511567531.0,1,24952.0,336.0,74.0,9.0,25775.0,313.0,103.0,9.2,10.0,0.0,0.0,11.0,3.0,0.0
3511561159.0,1,29631.0,371.0,71.0,9.8,23566.0,275.0,96.0,8.8,18.0,3.0,0.0,7.0,0.0,3.0
3497190858.0,1,25357.0,327.0,84.0,8.8,26651.0,364.0,112.0,9.8,6.0,2.0,1.0,11.0,1.0,2.0
3489149321.0,0,29203.0,345.0,80.0,9.8,29816.0,339.0,112.0,10.0,16.0,1.0,0.0,16.0,2.0,0.0
3489104877.0,1,29063.0,335.0,77.0,9.6,23718.0,352.0,59.0,9.0,19.0,2.0,0.0,7.0,0.0,1.0
3508546290.0,1,30301.0,320.0,76.0,9.2,26962.0,320.0,86.0,8.6,21.0,2.0,0.0,12.0,0.0,1.0
3508560041.0,0,29112.0,353.0,96.0,9.4,25733.0,306.0,104.0,9.2,13.0,1.0,1.0,11.0,2.0,2.0
3505186387.0,0,27311.0,322.0,108.0,9.2,26442.0,347.0,85.0,9.2,10.0,3.0,2.0,7.0,0.0,2.0
3505211704.0,1,27777.0,353.0,72.0,9.6,25399.0,340.0,72.0,9.4,13.0,2.0,0.0,11.0,0.0,1.0
3504350132.0,0,23445.0,356.0,80.0,8.8,30099.0,381.0,94.0,9.8,6.0,0.0,3.0,14.0,3.0,0.0
3501239305.0,1,27540.0,316.0,72.0,9.2,28248.0,364.0,90.0,9.0,11.0,1.0,2.0,12.0,1.0,2.0
3501256179.0,0,25836.0,391.0,88.0,9.6,29034.0,371.0,95.0,9.6,9.0,0.0,2.0,11.0,2.0,0.0
3493043094.0,0,24661.0,381.0,63.0,8.4,25199.0,346.0,80.0,9.4,5.0,0.0,0.0,12.0,1.0,1.0
3493051059.0,1,29325.0,351.0,102.0,9.2,23580.0,353.0,85.0,8.6,13.0,2.0,1.0,4.0,0.0,2.0
3492998686.0,1,29487.0,327.0,124.0,9.8,23900.0,334.0,82.0,8.8,15.0,2.0,1.0,5.0,1.0,2.0
3511776184.0,0,24409.0,346.0,68.0,9.0,27344.0,347.0,104.0,9.0,9.0,0.0,1.0,11.0,3.0,0.0
3511709574.0,0,29481.0,360.0,92.0,9.6,20672.0,268.0,76.0,8.4,15.0,0.0,0.0,3.0,3.0,2.0
3485248432.0,0,24266.0,318.0,80.0,8.8,31630.0,353.0,87.0,9.6,8.0,0.0,2.0,21.0,2.0,0.0
3480868929.0,0,27807.0,322.0,75.0,8.8,26724.0,352.0,76.0,9.0,14.0,2.0,0.0,12.0,1.0,1.0
3470672216.0,0,27861.0,334.0,115.0,9.6,25676.0,339.0,82.0,9.2,14.0,1.0,0.0,8.0,1.0,0.0
3469713037.0,0,26821.0,394.0,72.0,9.2,28710.0,372.0,110.0,9.4,9.0,1.0,1.0,14.0,2.0,1.0
3466616325.0,1,24709.0,356.0,63.0,9.2,22738.0,339.0,91.0,8.4,12.0,2.0,0.0,5.0,1.0,0.0
3464555499.0,1,27021.0,398.0,111.0,9.6,24110.0,373.0,76.0,9.2,9.0,3.0,0.0,7.0,0.0,1.0
3464513501.0,0,23157.0,374.0,68.0,8.6,30559.0,373.0,99.0,9.8,5.0,0.0,2.0,16.0,2.0,0.0
3497142312.0,0,25030.0,328.0,112.0,9.0,28438.0,377.0,84.0,9.2,7.0,2.0,1.0,12.0,1.0,1.0
3488807763.0,0,26570.0,299.0,71.0,9.0,26963.0,357.0,98.0,9.4,11.0,1.0,1.0,12.0,1.0,1.0
3447308397.0,1,27131.0,379.0,100.0,9.6,23832.0,387.0,92.0,9.4,13.0,1.0,0.0,5.0,1.0,1.0
3445745890.0,0,23397.0,345.0,91.0,9.0,31175.0,410.0,87.0,9.8,6.0,1.0,0.0,17.0,2.0,0.0
3445608206.0,1,28116.0,395.0,96.0,9.8,27240.0,354.0,79.0,9.2,9.0,1.0,1.0,11.0,2.0,1.0
3487970509.0,1,32788.0,311.0,76.0,9.2,25544.0,261.0,55.0,8.8,24.0,2.0,0.0,14.0,1.0,2.0
3459782621.0,1,24956.0,392.0,80.0,9.4,25658.0,373.0,84.0,8.8,7.0,0.0,1.0,9.0,3.0,1.0
3451656088.0,1,28245.0,369.0,92.0,9.6,24050.0,335.0,84.0,8.8,12.0,2.0,0.0,6.0,0.0,2.0
3449157928.0,0,25039.0,307.0,67.0,8.4,32009.0,343.0,89.0,9.2,10.0,0.0,3.0,18.0,3.0,1.0
3447677471.0,1,23055.0,331.0,79.0,8.6,29222.0,365.0,86.0,9.6,5.0,1.0,0.0,18.0,1.0,0.0
3480321143.0,0,23323.0,347.0,59.0,9.0,25447.0,325.0,68.0,9.2,8.0,0.0,1.0,8.0,2.0,0.0
3480197387.0,0,23249.0,282.0,71.0,8.8,28669.0,323.0,84.0,9.8,9.0,0.0,1.0,17.0,3.0,0.0
3480204621.0,1,29169.0,375.0,91.0,9.8,19709.0,291.0,84.0,8.2,18.0,1.0,0.0,1.0,1.0,1.0
3480250992.0,1,26588.0,323.0,76.0,8.8,27085.0,342.0,65.0,9.0,13.0,1.0,2.0,11.0,1.0,0.0
3473644387.0,1,32498.0,378.0,103.0,9.8,20892.0,319.0,58.0,8.4,18.0,3.0,0.0,4.0,0.0,3.0
3511078777.0,0,26720.0,331.0,74.0,9.0,27895.0,292.0,102.0,9.0,11.0,1.0,0.0,17.0,2.0,1.0
3510206485.0,1,27491.0,339.0,76.0,9.4,27778.0,363.0,110.0,9.4,15.0,1.0,1.0,9.0,1.0,1.0
3510160909.0,0,27372.0,334.0,76.0,9.2,23688.0,313.0,82.0,8.8,13.0,1.0,0.0,8.0,2.0,1.0
3510113685.0,1,25209.0,377.0,100.0,9.0,24427.0,352.0,101.0,9.4,5.0,2.0,0.0,7.0,1.0,1.0
3507571870.0,1,26384.0,342.0,63.0,9.0,25840.0,340.0,84.0,9.4,13.0,1.0,0.0,12.0,2.0,0.0
3489157426.0,1,26447.0,358.0,101.0,9.8,23220.0,364.0,72.0,8.8,12.0,3.0,0.0,5.0,0.0,0.0
3460577707.0,1,26688.0,372.0,68.0,9.2,23959.0,295.0,96.0,9.0,9.0,2.0,0.0,6.0,1.0,3.0
3430973746.0,1,23975.0,360.0,85.0,9.2,27578.0,402.0,88.0,9.4,6.0,1.0,2.0,9.0,2.0,0.0
3426072172.0,1,28272.0,370.0,78.0,9.2,23168.0,336.0,80.0,9.2,12.0,2.0,0.0,7.0,1.0,3.0
3499048583.0,0,26076.0,342.0,66.0,9.0,27078.0,358.0,89.0,9.6,10.0,1.0,0.0,12.0,2.0,1.0
3497935006.0,1,22464.0,332.0,81.0,8.6,25375.0,390.0,80.0,9.4,5.0,1.0,0.0,9.0,2.0,0.0
3497910149.0,1,27042.0,347.0,85.0,9.6,25556.0,297.0,73.0,9.0,14.0,1.0,1.0,11.0,0.0,1.0
3494827729.0,1,25340.0,351.0,114.0,9.2,22593.0,348.0,90.0,9.4,5.0,2.0,0.0,4.0,1.0,1.0
3506201508.0,0,22630.0,244.0,67.0,8.2,32752.0,382.0,82.0,9.8,8.0,1.0,3.0,24.0,1.0,0.0
3505293846.0,1,30612.0,325.0,104.0,9.6,24243.0,368.0,84.0,9.0,19.0,3.0,1.0,4.0,0.0,3.0
3505251145.0,0,23006.0,334.0,69.0,8.6,30616.0,391.0,95.0,9.4,5.0,0.0,3.0,16.0,3.0,0.0
3505235120.0,0,26826.0,350.0,102.0,9.4,29526.0,342.0,91.0,9.8,10.0,3.0,1.0,17.0,0.0,1.0
3505210853.0,1,28364.0,340.0,81.0,9.4,27611.0,366.0,82.0,9.4,15.0,2.0,1.0,11.0,0.0,0.0
3507558433.0,0,26317.0,312.0,87.0,8.8,27778.0,312.0,72.0,9.2,12.0,2.0,0.0,16.0,0.0,1.0
3504591011.0,0,26082.0,359.0,100.0,9.0,26344.0,383.0,94.0,9.4,6.0,1.0,1.0,10.0,2.0,1.0
3504500160.0,1,25408.0,384.0,76.0,9.2,24971.0,358.0,92.0,9.2,9.0,0.0,1.0,7.0,3.0,0.0
3501714095.0,0,22451.0,313.0,103.0,9.0,28007.0,372.0,92.0,9.4,6.0,0.0,2.0,11.0,3.0,0.0
3501619551.0,1,26081.0,409.0,81.0,9.0,23241.0,342.0,103.0,9.6,5.0,1.0,0.0,4.0,1.0,1.0
3511679761.0,1,28939.0,320.0,99.0,9.6,26815.0,338.0,65.0,9.6,17.0,1.0,0.0,13.0,0.0,1.0
3511581997.0,0,25502.0,302.0,64.0,9.0,28429.0,337.0,66.0,9.2,12.0,1.0,2.0,16.0,2.0,0.0
3508617008.0,0,22504.0,308.0,80.0,8.8,27709.0,354.0,96.0,9.4,6.0,0.0,2.0,9.0,3.0,0.0
3508660429.0,0,24097.0,342.0,96.0,8.8,29543.0,351.0,112.0,9.6,6.0,0.0,2.0,15.0,3.0,0.0
3508587246.0,1,29734.0,386.0,99.0,9.8,22889.0,360.0,86.0,9.0,15.0,2.0,0.0,6.0,1.0,1.0
3497764252.0,0,24438.0,348.0,69.0,8.6,29994.0,352.0,89.0,9.4,7.0,1.0,2.0,15.0,2.0,1.0
3497738789.0,1,32393.0,402.0,107.0,9.6,24823.0,354.0,89.0,9.2,18.0,3.0,0.0,8.0,0.0,3.0
3497704639.0,1,26565.0,377.0,86.0,9.4,22625.0,358.0,97.0,9.2,7.0,3.0,0.0,4.0,1.0,2.0
3497740386.0,0,26088.0,355.0,66.0,9.2,26553.0,350.0,94.0,9.6,10.0,1.0,0.0,12.0,2.0,1.0
3494736703.0,1,31049.0,389.0,102.0,9.8,22966.0,380.0,83.0,9.0,17.0,3.0,0.0,5.0,0.0,2.0
3510161421.0,1,29333.0,333.0,86.0,9.6,26671.0,320.0,83.0,8.8,20.0,2.0,1.0,12.0,0.0,1.0
3488008364.0,1,23803.0,343.0,84.0,8.8,24683.0,325.0,64.0,8.6,8.0,0.0,0.0,10.0,2.0,0.0
3461922215.0,1,28351.0,367.0,99.0,9.6,25556.0,318.0,75.0,9.0,12.0,2.0,1.0,10.0,1.0,2.0
